Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Western Africa,Height-for-age <-2 SD (stunting),Total,1997,37,Units,%,,,34,40,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Western Africa,Height-for-age <-2 SD (stunting),Total,1998,37,Units,%,,,34,40,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Western Africa,Height-for-age <-2 SD (stunting),Total,1999,36,Units,%,,,34,40,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Western Africa,Height-for-age <-2 SD (stunting),Total,2000,36,Units,%,,,33,39,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Western Africa,Height-for-age <-2 SD (stunting),Total,2001,36,Units,%,,,33,39,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Western Africa,Height-for-age <-2 SD (stunting),Total,2002,35,Units,%,,,32,38,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Western Africa,Height-for-age <-2 SD (stunting),Total,2003,35,Units,%,,,32,38,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Western Africa,Height-for-age <-2 SD (stunting),Total,2004,34,Units,%,,,31,37,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Western Africa,Height-for-age <-2 SD (stunting),Total,2005,34,Units,%,,,31,37,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Western Africa,Height-for-age <-2 SD (stunting),Total,2006,33,Units,%,,,30,36,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Western Africa,Height-for-age <-2 SD (stunting),Total,2007,33,Units,%,,,30,36,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Western Africa,Height-for-age <-2 SD (stunting),Total,2008,32,Units,%,,,29,36,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Western Africa,Height-for-age <-2 SD (stunting),Total,2009,32,Units,%,,,29,35,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Western Africa,Height-for-age <-2 SD (stunting),Total,2010,32,Units,%,,,28,35,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Western Africa,Height-for-age <-2 SD (stunting),Total,2011,31,Units,%,,,28,35,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Western Africa,Height-for-age <-2 SD (stunting),Total,2012,31,Units,%,,,27,34,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Western Africa,Height-for-age <-2 SD (stunting),Total,2013,30,Units,%,,,27,34,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Western Africa,Height-for-age <-2 SD (stunting),Total,2014,30,Units,%,,,26,34,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Western Africa,Height-for-age <-2 SD (stunting),Total,2015,29,Units,%,,,26,33,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Western Africa,Height-for-age <-2 SD (stunting),Total,2016,29,Units,%,,,25,33,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Western Africa,Height-for-age <-2 SD (stunting),Total,2017,29,Units,%,,,25,33,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Western Africa,Height-for-age <-2 SD (stunting),Total,2018,28,Units,%,,,24,32,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Western Africa,Height-for-age <-2 SD (stunting),Total,2019,28,Units,%,,,24,32,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Western Africa,Height-for-age <-2 SD (stunting),Total,2020,27,Units,%,,,23,32,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,1985,36,Units,%,,,28,46,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,1986,35,Units,%,,,27,45,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,1987,35,Units,%,,,26,44,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,1988,34,Units,%,,,25,43,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,1989,33,Units,%,,,24,42,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,1990,32,Units,%,,,24,42,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,1991,31,Units,%,,,23,41,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,1992,30,Units,%,,,22,40,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,1993,29,Units,%,,,21,39,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,1994,28,Units,%,,,21,38,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,1995,28,Units,%,,,20,37,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,1996,27,Units,%,,,19,36,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,1997,26,Units,%,,,18,35,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,1998,25,Units,%,,,18,34,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,1999,24,Units,%,,,17,34,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,2000,24,Units,%,,,17,33,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,2001,23,Units,%,,,16,32,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,2002,22,Units,%,,,15,31,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,2003,22,Units,%,,,15,30,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,2004,21,Units,%,,,14,30,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,2005,20,Units,%,,,14,29,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,2006,20,Units,%,,,13,28,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,2007,19,Units,%,,,13,27,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,2008,18,Units,%,,,12,27,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,2009,18,Units,%,,,12,26,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,2010,17,Units,%,,,11,25,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,2011,17,Units,%,,,11,24,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,2012,16,Units,%,,,11,24,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,2013,16,Units,%,,,10,23,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,2014,15,Units,%,,,10,22,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,2015,14,Units,%,,,9,22,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,2016,14,Units,%,,,9,21,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,2017,13,Units,%,,,9,20,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,2018,13,Units,%,,,8,20,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,2019,13,Units,%,,,8,19,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Central America,Height-for-age <-2 SD (stunting),Total,2020,12,Units,%,,,8,19,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,1985,47,Units,%,,,37,56,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,1986,46,Units,%,,,37,56,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,1987,46,Units,%,,,37,55,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,1988,45,Units,%,,,37,54,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,1989,45,Units,%,,,36,53,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,1990,44,Units,%,,,36,53,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,1991,44,Units,%,,,36,52,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,1992,43,Units,%,,,36,51,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,1993,43,Units,%,,,36,50,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,1994,42,Units,%,,,35,50,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,1995,42,Units,%,,,35,49,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,1996,42,Units,%,,,35,48,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,1997,41,Units,%,,,35,48,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,1998,41,Units,%,,,35,47,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,1999,40,Units,%,,,34,46,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,2000,40,Units,%,,,34,46,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,2001,39,Units,%,,,34,45,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,2002,39,Units,%,,,34,44,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,2003,38,Units,%,,,33,44,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,2004,38,Units,%,,,33,43,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,2005,37,Units,%,,,33,43,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,2006,37,Units,%,,,32,42,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,2007,37,Units,%,,,32,42,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,2008,36,Units,%,,,31,41,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,2009,36,Units,%,,,31,41,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,2010,35,Units,%,,,31,40,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,2011,35,Units,%,,,30,40,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,2012,34,Units,%,,,30,39,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,2013,34,Units,%,,,29,39,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,2014,34,Units,%,,,29,39,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,2015,33,Units,%,,,28,38,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,2016,33,Units,%,,,28,38,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,2017,32,Units,%,,,27,38,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,2018,32,Units,%,,,27,37,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,2019,31,Units,%,,,26,37,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Middle Africa,Height-for-age <-2 SD (stunting),Total,2020,31,Units,%,,,26,37,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
Asia,Height-for-age <-2 SD (stunting),Total,1985,54,Units,%,,,52,57,,,UNICEF/WHO/World Bank Joint Child Malnutrition Estimates Expanded Database March 2019 New York,,https://data.unicef.org/topic/nutrition/malnutrition,UNICEF-WHO-World Bank,Middle of fieldwork,,,Total
